"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"PURB",3353.76380458794,-0.644381261225143,0.188095688434302,-3.42581622465106,0.000612954957565732,0.00971188341142981,"PURB"
"PRDM8",735.872235039434,-0.646140565538691,0.208654667635722,-3.09669835264241,0.00195688892823148,0.0260833594446651,"PRDM8"
"DKK1",9487.38004388632,-0.646643932905342,0.191530766396198,-3.37618830161053,0.000734975984704553,0.0113596486851456,"DKK1"
"NADK2",1025.82756344743,-0.646867982209849,0.214597600259377,-3.01432998984145,0.00257547510158816,0.0322847509817844,"NADK2"
"TMEM38B",530.984190588773,-0.649160897823149,0.214497514970067,-3.02642619385935,0.00247463226584663,0.0313131516956398,"TMEM38B"
"EYA1",2640.58995016022,-0.649358273874209,0.208125618954679,-3.12003047551591,0.00180832330025169,0.0244312012544421,"EYA1"
"DTWD1",707.257474757266,-0.651976539045783,0.215717722708891,-3.02235964138014,0.00250812367167846,0.0316854195016263,"DTWD1"
"EPHB4",6971.32798380112,-0.65388892255856,0.160443629139093,-4.07550568425302,4.59144606413131e-05,0.00104781915750938,"EPHB4"
"GOLGA8A",747.284341379145,-0.654980731912563,0.21615204827161,-3.03018517358454,0.00244403842679114,0.0310016414625732,"GOLGA8A"
"AJUBA",1465.11732888998,-0.656150218930094,0.173267126121748,-3.7869285052321,0.000152520961768878,0.00296729531121352,"AJUBA"
"PPWD1",786.763876584957,-0.659483259705764,0.192353742872536,-3.42849195371661,0.000606944526640141,0.00966228641887592,"PPWD1"
"IFITM2",1033.87767370922,-0.663945044057011,0.209777445006747,-3.16499728574566,0.00155084397823592,0.021531967597916,"IFITM2"
"EPHB3",631.463750885388,-0.666971012654325,0.155895315446012,-4.27832620079789,1.88303932430728e-05,0.000472703613605138,"EPHB3"
"HLA-E",2288.34655637851,-0.667008424420459,0.207913736321305,-3.20810176480923,0.00133614210911964,0.0190728744130849,"HLA-E"
"HSF4",1023.16965220356,-0.669841478006182,0.231030057120842,-2.8993693996094,0.00373914080748352,0.0431478387188513,"HSF4"
"LAPTM4B",15102.114788427,-0.670663399277012,0.164967132235904,-4.06543649142157,4.79426486846321e-05,0.00108772504974871,"LAPTM4B"
"TMEM67",1224.55515727053,-0.672299794994632,0.216856254276164,-3.10020938634524,0.00193383881574573,0.0258132652901085,"TMEM67"
"KIZ",283.038541087799,-0.673425287488762,0.197121927067587,-3.41628806854077,0.000634810547830364,0.0100204780592615,"KIZ"
"PPP1R13B",6014.20338307271,-0.674255256175442,0.230184875142746,-2.9291900945156,0.0033984651315288,0.0398596166594681,"PPP1R13B"
"RBPMS",1082.74262859826,-0.676194354922109,0.169398451525193,-3.99173870146944,6.55906217060546e-05,0.00144451029862637,"RBPMS"
"NPTX2",3043.13382237951,-0.677437647850777,0.121989270726995,-5.55325598565831,2.80396986123994e-08,1.19892821209721e-06,"NPTX2"
"SERPINE2",1124.28887595087,-0.677670319232395,0.145616552980397,-4.65380003414601,3.25872847493878e-06,9.96441060588353e-05,"SERPINE2"
"ATOH8",684.954153633485,-0.682033819705864,0.194773126528436,-3.50168337830881,0.000462328687654566,0.00763873003678946,"ATOH8"
"DLX5",179.782190685984,-0.692311505131777,0.192664741792269,-3.59334821042777,0.000326455855471293,0.00570894262309574,"DLX5"
"GFPT2",352.208493132158,-0.69414066530638,0.166814068232507,-4.16116381946204,3.16629844434981e-05,0.000748940258174171,"GFPT2"
"USP45",444.841369594841,-0.700054762090573,0.24483511055937,-2.85929073036613,0.00424589457947386,0.0478170066822946,"USP45"
"NFATC4",2585.35323253143,-0.700768198623123,0.157346354631613,-4.45366656420987,8.44161637149366e-06,0.00023090565414047,"NFATC4"
"TWSG1",2212.29205333712,-0.706565228377969,0.198984259745651,-3.55085989857251,0.000383974755609365,0.00653134764623406,"TWSG1"
"COL18A1",3905.35570205975,-0.71241558289217,0.180131901053699,-3.9549662148949,7.6545467895975e-05,0.00163872580788577,"COL18A1"
"BMP2",102.435025355462,-0.712645409299345,0.242130640445706,-2.94322687945454,0.0032481028288397,0.0385071340133361,"BMP2"
"CBFA2T3",139.15533263046,-0.715311663833826,0.19877101864359,-3.59867182205484,0.000319846501279518,0.00561227840576598,"CBFA2T3"
"TNFRSF25",1409.01072868105,-0.715454366279546,0.218469861877894,-3.27484239761832,0.00105720936009847,0.0155376831733453,"TNFRSF25"
"ZNF260",1646.17048320178,-0.717838393341104,0.251505924698898,-2.85416096738276,0.00431506614988449,0.0483859434847279,"ZNF260"
"MEIS1",1152.49752285351,-0.722551948724057,0.150826090292196,-4.79062970686472,1.66258705689737e-06,5.41349476015703e-05,"MEIS1"
"PLXND1",1147.72302509146,-0.729395830994543,0.204893129719373,-3.5598842772012,0.000371018253747465,0.00635261617307541,"PLXND1"
"ENPP2",317.767785882103,-0.729624625716159,0.192556499461538,-3.78914566766882,0.000151166258591451,0.00295200959688499,"ENPP2"
"FZD5",368.701349233971,-0.733768673829397,0.237330865183435,-3.09175409301382,0.00198977607591101,0.0264691237995547,"FZD5"
"CDH24",2967.53520683221,-0.734581230672926,0.15918822194085,-4.61454510714916,3.93957211192433e-06,0.000117688100479828,"CDH24"
"FBXO30",1530.03641215507,-0.735254414049894,0.236749554493287,-3.10562110929227,0.00189879845875647,0.0254327876179739,"FBXO30"
"IGF2",7706.58037599534,-0.735533676422211,0.206709224444934,-3.55830117595043,0.000373261177736028,0.00637698899043199,"IGF2"
"UGGT2",1438.88846385727,-0.735776866211408,0.202534182893284,-3.63285276441011,0.000280304977819463,0.00496886865009353,"UGGT2"
"PHF10",3413.00681806993,-0.737615627703196,0.208289197158025,-3.54130525138844,0.000398152660959813,0.00673570436432449,"PHF10"
"TCF7L1",2053.13242134242,-0.746935756081883,0.163275802889948,-4.5746873869935,4.7693157720543e-06,0.000140055906936327,"TCF7L1"
"SLC38A3",295.249163621529,-0.748653865555944,0.243979583588459,-3.06851030133227,0.00215128911368171,0.0280894830246159,"SLC38A3"
"XPNPEP2",326.104854096966,-0.753220462038908,0.207587771118672,-3.62844332293695,0.000285135329215711,0.00504300711808333,"XPNPEP2"
"FZD4",287.44918744516,-0.75356479466709,0.231643225543442,-3.25312684150035,0.00114142533852817,0.0166184695686178,"FZD4"
"COL26A1",182.940695543601,-0.754084255945741,0.253412276541922,-2.9757210906907,0.00292300568559816,0.0354588156591191,"COL26A1"
"TBL1XR1",4207.69961365425,-0.75475499774561,0.245839776545325,-3.07010935476691,0.00213980407431234,0.0279864795063843,"TBL1XR1"
"MT-CO3",43010.6721003799,-0.754986438337932,0.198096007939651,-3.8112148053379,0.000138285534844788,0.00274175294818379,"MT-CO3"
"SNAI1",1224.9036199827,-0.755611566447589,0.176683085444509,-4.27664914582276,1.89727462730335e-05,0.000475510181954095,"SNAI1"
"TMCO4",264.982881455493,-0.757109507397448,0.259612999744321,-2.91630044775525,0.00354209226510597,0.0412643143818183,"TMCO4"
"PNN",2971.80218594568,-0.759747099202758,0.1271508308218,-5.97516425407814,2.29858469925941e-09,1.15032708229175e-07,"PNN"
"TGIF2",2611.9354840947,-0.760276000261972,0.131340998350103,-5.78856571681737,7.09899747078878e-09,3.28835704271895e-07,"TGIF2"
"ADGRB3-DT",295.023259309199,-0.76103460921977,0.261993076565431,-2.9047890089176,0.00367500743337746,0.0425578985811658,"ADGRB3-DT"
"AMH",2067.1632152865,-0.761510523471751,0.226537461112205,-3.36152140018277,0.00077514349769087,0.0118977646923676,"AMH"
"RCOR2",3969.49635790948,-0.761994726653926,0.160790544899097,-4.73905183375124,2.14720578221732e-06,6.84817844148164e-05,"RCOR2"
"SEMA5B",1582.24691100992,-0.765967610721694,0.242296635994311,-3.16128041802313,0.00157077199691922,0.021750440711789,"SEMA5B"
"MEST",167.520865970509,-0.766510583616036,0.228387202880506,-3.35618884923724,0.000790245871832464,0.0120819123273089,"MEST"
"PALS2",1794.02705229928,-0.769387567980278,0.215194742136099,-3.57530839435511,0.000349815295731966,0.00602937459886193,"PALS2"
"SHISA5",2951.97329458319,-0.769567245770631,0.184517109203578,-4.1707094214313,3.0365285597229e-05,0.000722638081093688,"SHISA5"
"ETNK1",1272.14269010627,-0.774608478611002,0.236497317307186,-3.27533727414279,0.00105535894439949,0.0155376831733453,"ETNK1"
"SLC16A9",1285.007032899,-0.774864566719617,0.223664481806778,-3.46440597300118,0.000531403876133788,0.00864358720384514,"SLC16A9"
"RHOU",2839.68789937758,-0.77515290575085,0.177951249933626,-4.35598460836873,1.32470085259581e-05,0.000345933625332236,"RHOU"
"MOB3B",386.495407821646,-0.775793791308675,0.262753816472223,-2.95255003989899,0.00315160984816182,0.0376163003656369,"MOB3B"
"CBLB",1562.33105677026,-0.779612869021485,0.24623244810188,-3.16616625887955,0.00154462481007595,0.0214647683428768,"CBLB"
"HIF1AN",2393.48310250569,-0.782149273527274,0.183370627817469,-4.26540107778789,1.99543412002157e-05,0.000498506206163977,"HIF1AN"
"NSUN7",119.239824628274,-0.784510483172065,0.271258903506287,-2.89210961569002,0.00382664411227165,0.0438570610923387,"NSUN7"
"MIR1915HG",450.557054676011,-0.784630736156926,0.206383664439017,-3.80180639921126,0.000143644954812451,0.0028371701480977,"MIR1915HG"
"VSTM4",560.731856185089,-0.786766347844846,0.201776958056459,-3.89918826918137,9.65157085679816e-05,0.00201093773514333,"VSTM4"
"NIPAL2",303.260434407709,-0.789999996925059,0.186402278412714,-4.23814560450766,2.25373593159905e-05,0.000557665278845908,"NIPAL2"
"WTIP",655.412056416639,-0.791391191773632,0.191824928684127,-4.12559096047832,3.69783991855881e-05,0.000857722511064817,"WTIP"
"LARGE1",363.610899303139,-0.793393047594729,0.264628878146362,-2.99813479599122,0.00271637499789378,0.0335005233496187,"LARGE1"
"FGL1",197.405157029572,-0.79372237040301,0.243646859551951,-3.25767535794473,0.00112328831834496,0.0164467162622022,"FGL1"
"GULP1",3491.38619117046,-0.796458381213712,0.278466022551482,-2.86016359883356,0.00423422513287404,0.0477201158349396,"GULP1"
"DRGX",235.990408487894,-0.803426086432113,0.185871169078838,-4.32248901437391,1.54278767502359e-05,0.000392994228708138,"DRGX"
"CCDC150",258.356517792392,-0.803844227351848,0.214252253028708,-3.75185892324847,0.000175528233036978,0.00331946709476006,"CCDC150"
"CYS1",171.742183471997,-0.811804926332133,0.219194977437854,-3.70357448797974,0.000212582722566616,0.00392483688496657,"CYS1"
"SLC6A15",2534.90745373365,-0.818970336844552,0.25662130272881,-3.19135756905582,0.0014160591053739,0.0199331427403624,"SLC6A15"
"PTBP2",730.292055568183,-0.822375166919684,0.281251672640554,-2.9239832040775,0.00345583393125761,0.0403500369888173,"PTBP2"
"MT-ATP6",29035.9216963131,-0.822695505059334,0.281247267501385,-2.92516799316204,0.00344270316661257,0.0402571240309227,"MT-ATP6"
"FAAH",224.805681654948,-0.822714434890376,0.267177060072437,-3.07928545462444,0.00207497761894061,0.0273686031027048,"FAAH"
"PDCD6IP-DT",128.056684395146,-0.826857229786956,0.273655326692244,-3.0215279920966,0.00251502385157823,0.0317284692400915,"PDCD6IP-DT"
