"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"TSPAN6",1624.83191388381,-0.420295878510893,0.191089275819463,-2.19947391976084,0.0278442415977059,0.198168669218597,"TSPAN6"
"DPM1",1624.09976661756,-0.407953824605585,0.411638082577926,-0.991049764032356,0.321661281249093,0.73986387951719,"DPM1"
"SCYL3",478.29858638506,0.0436272654645415,0.216617441987868,0.201402366606217,0.84038396484298,0.969592298234622,"SCYL3"
"FIRRM",726.590323522328,-0.142320394689648,0.239152948020651,-0.595101987525399,0.551775300185354,0.876062638350566,"FIRRM"
"FUCA2",832.74722969395,-0.169122209198051,0.170484864089529,-0.992007179647561,0.321194023103931,0.739355749287735,"FUCA2"
"GCLC",1661.79446491229,-0.209431896411996,0.18757227879607,-1.11653970275475,0.264191185355274,0.682794738102923,"GCLC"
"NFYA",3628.53747336991,-0.0403914476978458,0.231185465971136,-0.174714476656974,0.861303992014181,0.973227766463213,"NFYA"
"STPG1",571.200986353083,0.397480351563802,0.179906145785065,2.20937617127697,0.0271484870331152,0.194661967346865,"STPG1"
"NIPAL3",606.719445825568,0.434116960735058,0.242192015985648,1.79244951146855,0.0730609898293194,0.359549771618004,"NIPAL3"
"LAS1L",3019.79046199501,-0.0870279390499925,0.149089609082109,-0.583729071300086,0.559402605066216,0.880024497840641,"LAS1L"
"SEMA3F",2512.65170315102,-0.470453104478321,0.166990616866943,-2.81724274875381,0.0048437900558758,0.0531869223231906,"SEMA3F"
"ANKIB1",3812.8967244017,0.0434986119713975,0.319332501199325,0.136217302679899,0.891649497100531,0.979901065128638,"ANKIB1"
"CYP51A1",95.7550758954494,0.140158898827365,0.533630697831954,0.262651491746644,0.792819208282342,0.958524830162888,"CYP51A1"
"KRIT1",452.16222871355,-0.541109473133886,0.282888191901661,-1.9128033216812,0.0557732357691696,0.307662572916739,"KRIT1"
"RAD52",316.666529499801,-0.184394333086413,0.169485149356386,-1.08796749323846,0.276609458287492,0.696454440322694,"RAD52"
"BAD",798.881367704902,0.0800592874811925,0.323007850540549,0.247855547000528,0.804246175188393,0.96096885330906,"BAD"
