"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"BHLHE40",309.949124684157,0.79542393661535,0.209019662446986,3.80549813976039,0.000141519078029353,0.00536834410805212,"BHLHE40"
"TNFRSF19",820.699117614685,0.79112955044699,0.256313710934412,3.08656742381382,0.0020248202059274,0.0485710200194012,"TNFRSF19"
"GPR85",388.072371459842,0.783108221118407,0.232157941579465,3.37317007460784,0.000743080388820544,0.0218101104311177,"GPR85"
"ABCB4",529.187227142385,0.779218253428029,0.191032396031919,4.07898487174831,4.52327799558105e-05,0.00203750600355491,"ABCB4"
"CPLX2",1185.79179650371,0.778387368509129,0.196433714990141,3.96259556842467,7.41393140697161e-05,0.00311705721532028,"CPLX2"
"LDOC1",650.755314712588,0.776563805927224,0.224342718442708,3.46150662396266,0.000537160901179313,0.016579513846717,"LDOC1"
"NELL2",875.452014619283,0.77025145156138,0.172641319727423,4.46157068758223,8.13610989167178e-06,0.000450771510807799,"NELL2"
"FGL1",197.399638716066,0.767549591404797,0.235480693553617,3.25950114984705,0.00111608328130661,0.0299341233172511,"FGL1"
"DYNC1I1",981.438705297677,0.761955513707685,0.168584647057902,4.51972066854928,6.19212762855083e-06,0.000356758286628655,"DYNC1I1"
"GSAP",387.574442461471,0.757919147144466,0.180234053946457,4.20519391618205,2.60858401269664e-05,0.00126809790317215,"GSAP"
"ABCB1",5205.90038981816,0.753606563567445,0.170803769576572,4.4121190383307,1.02363804227884e-05,0.000560694133298928,"ABCB1"
"ELAVL4",4563.22890973182,0.747715059166946,0.233571140231233,3.20123050487623,0.00136842014936231,0.0354785730724668,"ELAVL4"
"JPH4",2598.29501795996,0.746212950350643,0.192346301735578,3.87952845267841,0.000104659158973677,0.0042178183341827,"JPH4"
"IFITM2",1033.85189309593,0.745523551376677,0.208185826893327,3.58104853967162,0.000342218062850076,0.011399452217764,"IFITM2"
"ZNF385A",1392.82452625774,0.738174179416776,0.135295543053846,5.45601253932654,4.86945557553653e-08,4.5088839841099e-06,"ZNF385A"
"LDHA",18894.032677222,0.737995037602028,0.197179394980989,3.74275941800705,0.000182010471905804,0.00667772382303462,"LDHA"
"HHIPL1",207.825157292858,0.731147358832697,0.206770086683795,3.53604029750595,0.000406172730705302,0.0129741745356297,"HHIPL1"
"SOD2",4297.74013350305,0.713301825749521,0.182670774113746,3.90484919774501,9.42841600235424e-05,0.0038698796657684,"SOD2"
"RTN1",7571.92706824073,0.712058408691682,0.145655893313265,4.88863438680264,1.01537872389849e-06,7.05144260221649e-05,"RTN1"
"ADAM23",1216.58400354543,0.705585733855281,0.204788188357983,3.44544155360109,0.000570127244857274,0.0173559675557725,"ADAM23"
"NSG2",3477.67072016786,0.699193265100412,0.151599584124092,4.61210542984132,3.98610712500211e-06,0.000243168166417776,"NSG2"
"CXCL16",219.383922815322,0.699152205534464,0.206323138888086,3.38862722476174,0.000702434340886042,0.0208134640129967,"CXCL16"
"SLC17A5",657.053642636624,0.690506957071368,0.177042369220625,3.9002356334877,9.60991112766515e-05,0.00392366870083882,"SLC17A5"
"GABARAPL1",533.044312172962,0.686718977667376,0.192732399873167,3.56306971800948,0.000366543280628162,0.0119287599863006,"GABARAPL1"
